"Town","FIPS","Year","Year Submitted","Town Profile Year","Entry","Rank","Variable","Measure Type","Value"
"Killingly","0901540500",2014,2015,2016,"Connecticut Light & Power",2,"Grand List Value","Number",39780430
"Killingly","0901540500",2014,2015,2016,"Dayville Property Development",3,"Grand List Value","Number",35317240
"Killingly","0901540500",2014,2015,2016,"United Natural Foods",4,"Grand List Value","Number",17457050
"Killingly","0901540500",2014,2015,2016,"Rite Aid Distribution",5,"Grand List Value","Number",16314930
"Killingly","0901540500",2014,2015,2016,"Staples Distribution",6,"Grand List Value","Number",15175183
"Killingly","0901540500",2014,2015,2016,"Frito Lay Inc.",7,"Grand List Value","Number",13197832
"Killingly","0901540500",2014,2015,2016,"Target Corportion",8,"Grand List Value","Number",11403270
"Killingly","0901540500",2014,2015,2016,"Big Y Trust",9,"Grand List Value","Number",5753051
"Killingly","0901540500",2014,2015,2016,-666666,10,"Grand List Value","Number",-666666
"Killingly","0901540500",2014,2015,2017,"Lake Road Generating",1,"Grand List Value","Number",109936552
"Killingly","0901540500",2014,2015,2017,"Connecticut Light & Power",2,"Grand List Value","Number",39780430
"Killingly","0901540500",2014,2015,2017,"Dayville Property Development",3,"Grand List Value","Number",35317240
"Killingly","0901540500",2014,2015,2017,"United Natural Foods",4,"Grand List Value","Number",17457050
"Killingly","0901540500",2014,2015,2017,"Rite Aid Distribution",5,"Grand List Value","Number",16314930
"Killingly","0901540500",2014,2015,2017,"Staples Distribution",6,"Grand List Value","Number",15175183
"Killingly","0901540500",2014,2015,2017,"Frito Lay Inc.",7,"Grand List Value","Number",13197832
"Killingly","0901540500",2014,2015,2017,"Target Corportion",8,"Grand List Value","Number",11403270
"Killingly","0901540500",2014,2015,2017,"Big Y Trust",9,"Grand List Value","Number",5753051
"Killingly","0901540500",2014,2015,2017,-666666,10,"Grand List Value","Number",-666666
"Killingly","0901540500",2014,2015,2016,"Lake Road Generating",1,"Percent of Net Grand List","Percent",9.04
"Killingly","0901540500",2014,2015,2016,"Connecticut Light & Power",2,"Percent of Net Grand List","Percent",3.27
"Killingly","0901540500",2014,2015,2016,"Dayville Property Development",3,"Percent of Net Grand List","Percent",2.9
"Killingly","0901540500",2014,2015,2016,"United Natural Foods",4,"Percent of Net Grand List","Percent",1.44
"Killingly","0901540500",2014,2015,2016,"Rite Aid Distribution",5,"Percent of Net Grand List","Percent",1.34
"Killingly","0901540500",2014,2015,2016,"Staples Distribution",6,"Percent of Net Grand List","Percent",1.25
"Killingly","0901540500",2014,2015,2016,"Frito Lay Inc.",7,"Percent of Net Grand List","Percent",1.09
"Killingly","0901540500",2014,2015,2016,"Target Corportion",8,"Percent of Net Grand List","Percent",0.94
"Killingly","0901540500",2014,2015,2016,"Big Y Trust",9,"Percent of Net Grand List","Percent",0.47
"Killingly","0901540500",2014,2015,2016,-666666,10,"Percent of Net Grand List","Percent",-666666
"Killingly","0901540500",2014,2015,2017,"Lake Road Generating",1,"Percent of Net Grand List","Percent",9.04
"Killingly","0901540500",2014,2015,2017,"Connecticut Light & Power",2,"Percent of Net Grand List","Percent",3.27
"Killingly","0901540500",2014,2015,2017,"Dayville Property Development",3,"Percent of Net Grand List","Percent",2.9
"Killingly","0901540500",2014,2015,2017,"United Natural Foods",4,"Percent of Net Grand List","Percent",1.44
"Killingly","0901540500",2014,2015,2017,"Rite Aid Distribution",5,"Percent of Net Grand List","Percent",1.34
"Killingly","0901540500",2014,2015,2017,"Staples Distribution",6,"Percent of Net Grand List","Percent",1.25
"Killingly","0901540500",2014,2015,2017,"Frito Lay Inc.",7,"Percent of Net Grand List","Percent",1.09
"Killingly","0901540500",2014,2015,2017,"Target Corportion",8,"Percent of Net Grand List","Percent",0.94
"Killingly","0901540500",2014,2015,2017,"Big Y Trust",9,"Percent of Net Grand List","Percent",0.47
"Killingly","0901540500",2014,2015,2017,-666666,10,"Percent of Net Grand List","Percent",-666666
"Killingly","0901540500",2014,2015,2016,"Lake Road Generating",1,"Percent of Top 10 Total Grand List","Percent",41.59
"Killingly","0901540500",2014,2015,2016,"Connecticut Light & Power",2,"Percent of Top 10 Total Grand List","Percent",15.05
"Killingly","0901540500",2014,2015,2016,"Dayville Property Development",3,"Percent of Top 10 Total Grand List","Percent",13.36
"Killingly","0901540500",2014,2015,2016,"United Natural Foods",4,"Percent of Top 10 Total Grand List","Percent",6.6
"Killingly","0901540500",2014,2015,2016,"Rite Aid Distribution",5,"Percent of Top 10 Total Grand List","Percent",6.17
"Killingly","0901540500",2014,2015,2016,"Staples Distribution",6,"Percent of Top 10 Total Grand List","Percent",5.74
"Killingly","0901540500",2014,2015,2016,"Frito Lay Inc.",7,"Percent of Top 10 Total Grand List","Percent",4.99
"Killingly","0901540500",2014,2015,2016,"Target Corportion",8,"Percent of Top 10 Total Grand List","Percent",4.31
"Killingly","0901540500",2014,2015,2016,"Big Y Trust",9,"Percent of Top 10 Total Grand List","Percent",2.18
"Killingly","0901540500",2014,2015,2016,-666666,10,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingly","0901540500",2014,2015,2017,"Lake Road Generating",1,"Percent of Top 10 Total Grand List","Percent",41.59
"Killingly","0901540500",2014,2015,2017,"Connecticut Light & Power",2,"Percent of Top 10 Total Grand List","Percent",15.05
"Killingly","0901540500",2014,2015,2017,"Dayville Property Development",3,"Percent of Top 10 Total Grand List","Percent",13.36
"Killingly","0901540500",2014,2015,2017,"United Natural Foods",4,"Percent of Top 10 Total Grand List","Percent",6.6
"Killingly","0901540500",2014,2015,2017,"Rite Aid Distribution",5,"Percent of Top 10 Total Grand List","Percent",6.17
"Killingly","0901540500",2014,2015,2017,"Staples Distribution",6,"Percent of Top 10 Total Grand List","Percent",5.74
"Killingly","0901540500",2014,2015,2017,"Frito Lay Inc.",7,"Percent of Top 10 Total Grand List","Percent",4.99
"Killingly","0901540500",2014,2015,2017,"Target Corportion",8,"Percent of Top 10 Total Grand List","Percent",4.31
"Killingly","0901540500",2014,2015,2017,"Big Y Trust",9,"Percent of Top 10 Total Grand List","Percent",2.18
"Killingly","0901540500",2014,2015,2017,-666666,10,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingly","0901540500",2014,2015,2016,"Lake Road Generating",1,"Percent of Total Grand List","Percent",7.2
"Killingly","0901540500",2014,2015,2016,"Connecticut Light & Power",2,"Percent of Total Grand List","Percent",2.6
"Killingly","0901540500",2014,2015,2016,"Dayville Property Development",3,"Percent of Total Grand List","Percent",2.31
"Killingly","0901540500",2014,2015,2016,"United Natural Foods",4,"Percent of Total Grand List","Percent",1.14
"Killingly","0901540500",2014,2015,2016,"Rite Aid Distribution",5,"Percent of Total Grand List","Percent",1.07
"Killingly","0901540500",2014,2015,2016,"Staples Distribution",6,"Percent of Total Grand List","Percent",0.99
"Killingly","0901540500",2014,2015,2016,"Frito Lay Inc.",7,"Percent of Total Grand List","Percent",0.86
"Killingly","0901540500",2014,2015,2016,"Target Corportion",8,"Percent of Total Grand List","Percent",0.75
"Killingly","0901540500",2014,2015,2016,"Big Y Trust",9,"Percent of Total Grand List","Percent",0.38
"Killingly","0901540500",2014,2015,2016,-666666,10,"Percent of Total Grand List","Percent",-666666
"Killingly","0901540500",2014,2015,2017,"Lake Road Generating",1,"Percent of Total Grand List","Percent",7.2
"Killingly","0901540500",2014,2015,2017,"Connecticut Light & Power",2,"Percent of Total Grand List","Percent",2.6
"Killingly","0901540500",2014,2015,2017,"Dayville Property Development",3,"Percent of Total Grand List","Percent",2.31
"Killingly","0901540500",2014,2015,2017,"United Natural Foods",4,"Percent of Total Grand List","Percent",1.14
"Killingly","0901540500",2014,2015,2017,"Rite Aid Distribution",5,"Percent of Total Grand List","Percent",1.07
"Killingly","0901540500",2014,2015,2017,"Staples Distribution",6,"Percent of Total Grand List","Percent",0.99
"Killingly","0901540500",2014,2015,2017,"Frito Lay Inc.",7,"Percent of Total Grand List","Percent",0.86
"Killingly","0901540500",2014,2015,2017,"Target Corportion",8,"Percent of Total Grand List","Percent",0.75
"Killingly","0901540500",2014,2015,2017,"Big Y Trust",9,"Percent of Total Grand List","Percent",0.38
"Killingly","0901540500",2014,2015,2017,-666666,10,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",-666666
"Killingworth","0900740710",2014,2015,2016,"Jensens Residential Communies",2,"Grand List Value","Number",-666666
"Killingworth","0900740710",2014,2015,2016,"Connecticut Water Company",3,"Grand List Value","Number",-666666
"Killingworth","0900740710",2014,2015,2016,"M & M Realty Holdings LLC",4,"Grand List Value","Number",-666666
"Killingworth","0900740710",2014,2015,2016,"Deer Lake II",5,"Grand List Value","Number",-666666
"Killingworth","0900740710",2014,2015,2016,"Anderson Norma R. Trustee",6,"Grand List Value","Number",-666666
"Killingworth","0900740710",2014,2015,2016,"KTV Costfam Limited  Partnership",7,"Grand List Value","Number",-666666
"Killingworth","0900740710",2014,2015,2016,"Gargilulo Eugene & Catherine",8,"Grand List Value","Number",-666666
"Killingworth","0900740710",2014,2015,2016,"Moore Deborah",9,"Grand List Value","Number",-666666
"Killingworth","0900740710",2014,2015,2016,"Pattaconk Farm LLC",10,"Grand List Value","Number",-666666
"Killingworth","0900740710",2016,2017,2017,"CT Light & Power",1,"Grand List Value","Number",7099800
"Killingworth","0900740710",2016,2017,2017,"Jensens Residential Communies",2,"Grand List Value","Number",5483000
"Killingworth","0900740710",2016,2017,2017,"Connecticut Water Company",3,"Grand List Value","Number",3534380
"Killingworth","0900740710",2016,2017,2017,"Pattaconk Farm",4,"Grand List Value","Number",1996100
"Killingworth","0900740710",2016,2017,2017,"Anderson Norma R Trustees",5,"Grand List Value","Number",1986260
"Killingworth","0900740710",2016,2017,2017,"M & M Realty Holdings LLC",6,"Grand List Value","Number",1580840
"Killingworth","0900740710",2016,2017,2017,"KTV CostFam Limited Partnership",7,"Grand List Value","Number",1200080
"Killingworth","0900740710",2016,2017,2017,"Roman Laura",8,"Grand List Value","Number",1151060
"Killingworth","0900740710",2016,2017,2017,"Moore Deborah",9,"Grand List Value","Number",1014370
"Killingworth","0900740710",2016,2017,2017,"Lockwood Thomas J",10,"Grand List Value","Number",975760
"Killingworth","0900740710",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Jensens Residential Communies",2,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Connecticut Water Company",3,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"M & M Realty Holdings LLC",4,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Deer Lake II",5,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Anderson Norma R. Trustee",6,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"KTV Costfam Limited  Partnership",7,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Gargilulo Eugene & Catherine",8,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Moore Deborah",9,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Pattaconk Farm LLC",10,"Percent of Net Grand List","Percent",-666666
"Killingworth","0900740710",2016,2017,2017,"CT Light & Power",1,"Percent of Net Grand List","Percent",1.03
"Killingworth","0900740710",2016,2017,2017,"Jensens Residential Communies",2,"Percent of Net Grand List","Percent",0.79
"Killingworth","0900740710",2016,2017,2017,"Connecticut Water Company",3,"Percent of Net Grand List","Percent",0.51
"Killingworth","0900740710",2016,2017,2017,"Pattaconk Farm",4,"Percent of Net Grand List","Percent",0.29
"Killingworth","0900740710",2016,2017,2017,"Anderson Norma R Trustees",5,"Percent of Net Grand List","Percent",0.29
"Killingworth","0900740710",2016,2017,2017,"M & M Realty Holdings LLC",6,"Percent of Net Grand List","Percent",0.23
"Killingworth","0900740710",2016,2017,2017,"KTV CostFam Limited Partnership",7,"Percent of Net Grand List","Percent",0.17
"Killingworth","0900740710",2016,2017,2017,"Roman Laura",8,"Percent of Net Grand List","Percent",0.17
"Killingworth","0900740710",2016,2017,2017,"Moore Deborah",9,"Percent of Net Grand List","Percent",0.15
"Killingworth","0900740710",2016,2017,2017,"Lockwood Thomas J",10,"Percent of Net Grand List","Percent",0.14
"Killingworth","0900740710",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Jensens Residential Communies",2,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Connecticut Water Company",3,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"M & M Realty Holdings LLC",4,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Deer Lake II",5,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Anderson Norma R. Trustee",6,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"KTV Costfam Limited  Partnership",7,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Gargilulo Eugene & Catherine",8,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Moore Deborah",9,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Pattaconk Farm LLC",10,"Percent of Top 10 Total Grand List","Percent",-666666
"Killingworth","0900740710",2016,2017,2017,"CT Light & Power",1,"Percent of Top 10 Total Grand List","Percent",27.28
"Killingworth","0900740710",2016,2017,2017,"Jensens Residential Communies",2,"Percent of Top 10 Total Grand List","Percent",21.07
"Killingworth","0900740710",2016,2017,2017,"Connecticut Water Company",3,"Percent of Top 10 Total Grand List","Percent",13.58
"Killingworth","0900740710",2016,2017,2017,"Pattaconk Farm",4,"Percent of Top 10 Total Grand List","Percent",7.67
"Killingworth","0900740710",2016,2017,2017,"Anderson Norma R Trustees",5,"Percent of Top 10 Total Grand List","Percent",7.63
"Killingworth","0900740710",2016,2017,2017,"M & M Realty Holdings LLC",6,"Percent of Top 10 Total Grand List","Percent",6.08
"Killingworth","0900740710",2016,2017,2017,"KTV CostFam Limited Partnership",7,"Percent of Top 10 Total Grand List","Percent",4.61
"Killingworth","0900740710",2016,2017,2017,"Roman Laura",8,"Percent of Top 10 Total Grand List","Percent",4.42
"Killingworth","0900740710",2016,2017,2017,"Moore Deborah",9,"Percent of Top 10 Total Grand List","Percent",3.9
"Killingworth","0900740710",2016,2017,2017,"Lockwood Thomas J",10,"Percent of Top 10 Total Grand List","Percent",3.75
"Killingworth","0900740710",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Jensens Residential Communies",2,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Connecticut Water Company",3,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"M & M Realty Holdings LLC",4,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Deer Lake II",5,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Anderson Norma R. Trustee",6,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"KTV Costfam Limited  Partnership",7,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Gargilulo Eugene & Catherine",8,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Moore Deborah",9,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2014,2015,2016,"Pattaconk Farm LLC",10,"Percent of Total Grand List","Percent",-666666
"Killingworth","0900740710",2016,2017,2017,"CT Light & Power",1,"Percent of Total Grand List","Percent",0.95
"Killingworth","0900740710",2016,2017,2017,"Jensens Residential Communies",2,"Percent of Total Grand List","Percent",0.74
"Killingworth","0900740710",2016,2017,2017,"Connecticut Water Company",3,"Percent of Total Grand List","Percent",0.48
"Killingworth","0900740710",2016,2017,2017,"Pattaconk Farm",4,"Percent of Total Grand List","Percent",0.27
"Killingworth","0900740710",2016,2017,2017,"Anderson Norma R Trustees",5,"Percent of Total Grand List","Percent",0.27
"Killingworth","0900740710",2016,2017,2017,"M & M Realty Holdings LLC",6,"Percent of Total Grand List","Percent",0.21
"Killingworth","0900740710",2016,2017,2017,"KTV CostFam Limited Partnership",7,"Percent of Total Grand List","Percent",0.16
"Killingworth","0900740710",2016,2017,2017,"Roman Laura",8,"Percent of Total Grand List","Percent",0.15
"Killingworth","0900740710",2016,2017,2017,"Moore Deborah",9,"Percent of Total Grand List","Percent",0.14
"Killingworth","0900740710",2016,2017,2017,"Lockwood Thomas J",10,"Percent of Total Grand List","Percent",0.13
"Lebanon","0901142390",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",34420680
"Lebanon","0901142390",2014,2015,2016,"Kofkoff Egg Farm LLC",2,"Grand List Value","Number",10051110
"Lebanon","0901142390",2014,2015,2016,"Prides Corner Farms Inc",3,"Grand List Value","Number",5099840
"Lebanon","0901142390",2014,2015,2016,"Hyponex Corp",4,"Grand List Value","Number",4945740
"Lebanon","0901142390",2014,2015,2016,"Huntington National Bank",5,"Grand List Value","Number",1679310
"Lebanon","0901142390",2014,2015,2016,"Chesmer Robin A & Kathryn L",6,"Grand List Value","Number",1421420
"Lebanon","0901142390",2014,2015,2016,"Algonquin Gas Transmission",7,"Grand List Value","Number",1142650
"Lebanon","0901142390",2014,2015,2016,"Charles River Labs Inc",8,"Grand List Value","Number",971000
"Lebanon","0901142390",2014,2015,2016,"Southern New England Eggs",9,"Grand List Value","Number",915900
"Lebanon","0901142390",2014,2015,2016,"Stone Ridge Estates",10,"Grand List Value","Number",866080
"Lebanon","0901142390",2016,2017,2017,"CT Light & Power",1,"Grand List Value","Number",39547440
"Lebanon","0901142390",2016,2017,2017,"Hillandale Farms Conn LLC",2,"Grand List Value","Number",9645220
"Lebanon","0901142390",2016,2017,2017,"Algonquin Gas Transmision Co",3,"Grand List Value","Number",8640530
"Lebanon","0901142390",2016,2017,2017,"Prides Corner Farms Inc.",4,"Grand List Value","Number",6252090
"Lebanon","0901142390",2016,2017,2017,"Hyponex Corp",5,"Grand List Value","Number",4470770
"Lebanon","0901142390",2016,2017,2017,"Huntington National Bank",6,"Grand List Value","Number",2244380
"Lebanon","0901142390",2016,2017,2017,"Green Gate LLC",7,"Grand List Value","Number",1523010
"Lebanon","0901142390",2016,2017,2017,"Stone Ridge Estates LLC",8,"Grand List Value","Number",866080
"Lebanon","0901142390",2016,2017,2017,"Charles River Labs Inc.",9,"Grand List Value","Number",840250
"Lebanon","0901142390",2016,2017,2017,"Miltlitsky Chaim & Ada",10,"Grand List Value","Number",823960
"Lebanon","0901142390",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",5.67
"Lebanon","0901142390",2014,2015,2016,"Kofkoff Egg Farm LLC",2,"Percent of Net Grand List","Percent",1.65
"Lebanon","0901142390",2014,2015,2016,"Prides Corner Farms Inc",3,"Percent of Net Grand List","Percent",0.84
"Lebanon","0901142390",2014,2015,2016,"Hyponex Corp",4,"Percent of Net Grand List","Percent",0.81
"Lebanon","0901142390",2014,2015,2016,"Huntington National Bank",5,"Percent of Net Grand List","Percent",0.28
"Lebanon","0901142390",2014,2015,2016,"Chesmer Robin A & Kathryn L",6,"Percent of Net Grand List","Percent",0.23
"Lebanon","0901142390",2014,2015,2016,"Algonquin Gas Transmission",7,"Percent of Net Grand List","Percent",0.19
"Lebanon","0901142390",2014,2015,2016,"Charles River Labs Inc",8,"Percent of Net Grand List","Percent",0.16
"Lebanon","0901142390",2014,2015,2016,"Southern New England Eggs",9,"Percent of Net Grand List","Percent",0.15
"Lebanon","0901142390",2014,2015,2016,"Stone Ridge Estates",10,"Percent of Net Grand List","Percent",0.14
"Lebanon","0901142390",2016,2017,2017,"CT Light & Power",1,"Percent of Net Grand List","Percent",6.33
"Lebanon","0901142390",2016,2017,2017,"Hillandale Farms Conn LLC",2,"Percent of Net Grand List","Percent",1.54
"Lebanon","0901142390",2016,2017,2017,"Algonquin Gas Transmision Co",3,"Percent of Net Grand List","Percent",1.38
"Lebanon","0901142390",2016,2017,2017,"Prides Corner Farms Inc.",4,"Percent of Net Grand List","Percent",1
"Lebanon","0901142390",2016,2017,2017,"Hyponex Corp",5,"Percent of Net Grand List","Percent",0.72
"Lebanon","0901142390",2016,2017,2017,"Huntington National Bank",6,"Percent of Net Grand List","Percent",0.36
"Lebanon","0901142390",2016,2017,2017,"Green Gate LLC",7,"Percent of Net Grand List","Percent",0.24
"Lebanon","0901142390",2016,2017,2017,"Stone Ridge Estates LLC",8,"Percent of Net Grand List","Percent",0.14
"Lebanon","0901142390",2016,2017,2017,"Charles River Labs Inc.",9,"Percent of Net Grand List","Percent",0.13
"Lebanon","0901142390",2016,2017,2017,"Miltlitsky Chaim & Ada",10,"Percent of Net Grand List","Percent",0.13
"Lebanon","0901142390",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",55.96
"Lebanon","0901142390",2014,2015,2016,"Kofkoff Egg Farm LLC",2,"Percent of Top 10 Total Grand List","Percent",16.34
"Lebanon","0901142390",2014,2015,2016,"Prides Corner Farms Inc",3,"Percent of Top 10 Total Grand List","Percent",8.29
"Lebanon","0901142390",2014,2015,2016,"Hyponex Corp",4,"Percent of Top 10 Total Grand List","Percent",8.04
"Lebanon","0901142390",2014,2015,2016,"Huntington National Bank",5,"Percent of Top 10 Total Grand List","Percent",2.73
"Lebanon","0901142390",2014,2015,2016,"Chesmer Robin A & Kathryn L",6,"Percent of Top 10 Total Grand List","Percent",2.31
"Lebanon","0901142390",2014,2015,2016,"Algonquin Gas Transmission",7,"Percent of Top 10 Total Grand List","Percent",1.86
"Lebanon","0901142390",2014,2015,2016,"Charles River Labs Inc",8,"Percent of Top 10 Total Grand List","Percent",1.58
"Lebanon","0901142390",2014,2015,2016,"Southern New England Eggs",9,"Percent of Top 10 Total Grand List","Percent",1.49
"Lebanon","0901142390",2014,2015,2016,"Stone Ridge Estates",10,"Percent of Top 10 Total Grand List","Percent",1.41
"Lebanon","0901142390",2016,2017,2017,"CT Light & Power",1,"Percent of Top 10 Total Grand List","Percent",52.83
"Lebanon","0901142390",2016,2017,2017,"Hillandale Farms Conn LLC",2,"Percent of Top 10 Total Grand List","Percent",12.89
"Lebanon","0901142390",2016,2017,2017,"Algonquin Gas Transmision Co",3,"Percent of Top 10 Total Grand List","Percent",11.54
"Lebanon","0901142390",2016,2017,2017,"Prides Corner Farms Inc.",4,"Percent of Top 10 Total Grand List","Percent",8.35
"Lebanon","0901142390",2016,2017,2017,"Hyponex Corp",5,"Percent of Top 10 Total Grand List","Percent",5.97
"Lebanon","0901142390",2016,2017,2017,"Huntington National Bank",6,"Percent of Top 10 Total Grand List","Percent",3
"Lebanon","0901142390",2016,2017,2017,"Green Gate LLC",7,"Percent of Top 10 Total Grand List","Percent",2.03
"Lebanon","0901142390",2016,2017,2017,"Stone Ridge Estates LLC",8,"Percent of Top 10 Total Grand List","Percent",1.16
"Lebanon","0901142390",2016,2017,2017,"Charles River Labs Inc.",9,"Percent of Top 10 Total Grand List","Percent",1.12
"Lebanon","0901142390",2016,2017,2017,"Miltlitsky Chaim & Ada",10,"Percent of Top 10 Total Grand List","Percent",1.1
"Lebanon","0901142390",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",5.58
"Lebanon","0901142390",2014,2015,2016,"Kofkoff Egg Farm LLC",2,"Percent of Total Grand List","Percent",1.63
"Lebanon","0901142390",2014,2015,2016,"Prides Corner Farms Inc",3,"Percent of Total Grand List","Percent",0.83
"Lebanon","0901142390",2014,2015,2016,"Hyponex Corp",4,"Percent of Total Grand List","Percent",0.8
"Lebanon","0901142390",2014,2015,2016,"Huntington National Bank",5,"Percent of Total Grand List","Percent",0.27
"Lebanon","0901142390",2014,2015,2016,"Chesmer Robin A & Kathryn L",6,"Percent of Total Grand List","Percent",0.23
"Lebanon","0901142390",2014,2015,2016,"Algonquin Gas Transmission",7,"Percent of Total Grand List","Percent",0.19
"Lebanon","0901142390",2014,2015,2016,"Charles River Labs Inc",8,"Percent of Total Grand List","Percent",0.16
"Lebanon","0901142390",2014,2015,2016,"Southern New England Eggs",9,"Percent of Total Grand List","Percent",0.15
"Lebanon","0901142390",2014,2015,2016,"Stone Ridge Estates",10,"Percent of Total Grand List","Percent",0.14
"Lebanon","0901142390",2016,2017,2017,"CT Light & Power",1,"Percent of Total Grand List","Percent",6.31
"Lebanon","0901142390",2016,2017,2017,"Hillandale Farms Conn LLC",2,"Percent of Total Grand List","Percent",1.54
"Lebanon","0901142390",2016,2017,2017,"Algonquin Gas Transmision Co",3,"Percent of Total Grand List","Percent",1.38
"Lebanon","0901142390",2016,2017,2017,"Prides Corner Farms Inc.",4,"Percent of Total Grand List","Percent",1
"Lebanon","0901142390",2016,2017,2017,"Hyponex Corp",5,"Percent of Total Grand List","Percent",0.71
"Lebanon","0901142390",2016,2017,2017,"Huntington National Bank",6,"Percent of Total Grand List","Percent",0.36
"Lebanon","0901142390",2016,2017,2017,"Green Gate LLC",7,"Percent of Total Grand List","Percent",0.24
"Lebanon","0901142390",2016,2017,2017,"Stone Ridge Estates LLC",8,"Percent of Total Grand List","Percent",0.14
"Lebanon","0901142390",2016,2017,2017,"Charles River Labs Inc.",9,"Percent of Total Grand List","Percent",0.13
"Lebanon","0901142390",2016,2017,2017,"Miltlitsky Chaim & Ada",10,"Percent of Total Grand List","Percent",0.13
"Ledyard","0901142600",2014,2015,2016,"Mashantucket Pequot Tribe & Tribal Nation & Gaming Enterprises",1,"Grand List Value","Number",33280267
"Ledyard","0901142600",2014,2015,2016,"Connecticut Light & Power",2,"Grand List Value","Number",20184395
"Ledyard","0901142600",2014,2015,2016,"Styron LLC",3,"Grand List Value","Number",9047156
"Ledyard","0901142600",2014,2015,2016,"Fox Run-Ledyard LLC",4,"Grand List Value","Number",6887931
"Ledyard","0901142600",2014,2015,2016,"Yankee Gas Services",5,"Grand List Value","Number",3719810
"Ledyard","0901142600",2014,2015,2016,"Riverside Mall",6,"Grand List Value","Number",2152080
"Ledyard","0901142600",2014,2015,2016,"Lake of Isles",7,"Grand List Value","Number",1848726
"Ledyard","0901142600",2014,2015,2016,"Acquiport/Amsdell III",8,"Grand List Value","Number",1857121
"Ledyard","0901142600",2014,2015,2016,"Third Garden Park",9,"Grand List Value","Number",1489068
"Ledyard","0901142600",2014,2015,2016,"Hard Rock Café",10,"Grand List Value","Number",1129330
"Ledyard","0901142600",2016,2017,2017,"Mashantucket Pequot Tribe & Tribal Nation & Gaming Enterprises",1,"Grand List Value","Number",31453402
"Ledyard","0901142600",2016,2017,2017,"CT Light & Power",2,"Grand List Value","Number",23297392
"Ledyard","0901142600",2016,2017,2017,"Trinseo LLC",3,"Grand List Value","Number",9303031
"Ledyard","0901142600",2016,2017,2017,"Fox Run-Ledyard LLC",4,"Grand List Value","Number",6814750
"Ledyard","0901142600",2016,2017,2017,"Yankee Gas Services",5,"Grand List Value","Number",3524989
"Ledyard","0901142600",2016,2017,2017,"308 GFCC LLC",6,"Grand List Value","Number",2500330
"Ledyard","0901142600",2016,2017,2017,"Riverside Mall Inc",7,"Grand List Value","Number",2464630
"Ledyard","0901142600",2016,2017,2017,"Third Garden Park LTD Partnership",8,"Grand List Value","Number",2159070
